Material,Date,Cost (kg)
ABS,2021-10-13 17:45:00,$27.6
PLA,2021-10-13 18:00:00,$12.8
ABS,2021-10-13 18:15:00,$38.8
ABS,2021-10-13 18:30:00,$38.6
ABS,2021-10-13 18:45:00,$25.0
ABS,2021-10-13 19:00:00,$27.2
ABS,2021-10-13 19:15:00,$23.8
PLA,2021-10-13 19:30:00,$13.2
PLA,2021-10-13 19:45:00,$7.4
PLA,2021-10-14 07:15:00,$0.4
PLA,2021-10-14 10:30:00,$7.8
PLA,2021-10-14 10:45:00,$14.2
ABS,2021-10-14 11:00:00,$23.8
PLA,2021-10-14 11:15:00,$11.0
ABS,2021-10-14 11:30:00,$18.8
ABS,2021-10-14 11:45:00,$24.0
ABS,2021-10-14 12:00:00,$18.6
ABS,2021-10-14 12:15:00,$22.4
PLA,2021-10-14 12:30:00,$16.8
ABS,2021-10-14 12:45:00,$26.2
PLA,2021-10-14 13:00:00,$12.8
ABS,2021-10-14 13:15:00,$23.2
PLA,2021-10-14 13:30:00,$15.4
ABS,2021-10-14 13:45:00,$20.8
PLA,2021-10-14 14:00:00,$7.8
ABS,2021-10-14 14:15:00,$21.2
PLA,2021-10-14 14:30:00,$3.8
ABS,2021-10-14 14:45:00,$19.6
PLA,2021-10-14 15:00:00,$13.0
ABS,2021-10-14 15:15:00,$26.0
ABS,2021-10-14 15:30:00,$18.4
PLA,2021-10-14 15:45:00,$10.8
ABS,2021-10-14 16:00:00,$20.6
ABS,2021-10-14 16:15:00,$27.0
PLA,2021-10-14 16:30:00,$13.6
ABS,2021-10-14 16:45:00,$21.4
ABS,2021-10-14 17:00:00,$21.8
ABS,2021-10-14 17:15:00,$21.6
PETG,2021-10-14 17:30:00,$17.0
ABS,2021-10-14 17:45:00,$34.6
ABS,2021-10-14 18:00:00,$37.6
ABS,2021-10-14 18:15:00,$25.0
ABS,2021-10-14 18:30:00,$27.6
ABS,2021-10-14 18:45:00,$25.0
ABS,2021-10-14 19:00:00,$27.6
ABS,2021-10-14 19:15:00,$19.0
ABS,2021-10-14 19:30:00,$22.6
PLA,2021-10-14 19:45:00,$12.2
PLA,2021-10-15 09:45:00,$3.2
PLA,2021-10-15 10:00:00,$13.0
PLA,2021-10-15 10:15:00,$13.0
ABS,2021-10-15 10:30:00,$30.8
ABS,2021-10-15 10:45:00,$26.6
ABS,2021-10-15 11:00:00,$23.8
PLA,2021-10-15 11:15:00,$12.6
ABS,2021-10-15 11:30:00,$21.2
ABS,2021-10-15 11:45:00,$19.2
ABS,2021-10-15 12:00:00,$19.4
ABS,2021-10-15 12:15:00,$27.2
ABS,2021-10-15 12:30:00,$24.6
ABS,2021-10-15 12:45:00,$21.8
ABS,2021-10-15 13:00:00,$26.2
ABS,2021-10-15 13:15:00,$32.0
ABS,2021-10-15 13:30:00,$23.0
ABS,2021-10-15 13:45:00,$28.0
ABS,2021-10-15 14:00:00,$22.6
ABS,2021-10-15 14:15:00,$21.6
PLA,2021-10-15 14:30:00,$14.8
ABS,2021-10-15 14:45:00,$22.8
ABS,2021-10-15 15:00:00,$29.8
PLA,2021-10-15 15:15:00,$7.6
ABS,2021-10-15 15:30:00,$34.2
ABS,2021-10-15 15:45:00,$28.2
PLA,2021-10-15 16:00:00,$9.6
ABS,2021-10-15 16:15:00,$20.8
ABS,2021-10-15 16:30:00,$29.2
ABS,2021-10-15 16:45:00,$24.6
ABS,2021-10-15 17:00:00,$32.0
ABS,2021-10-15 17:15:00,$32.6
ABS,2021-10-15 17:30:00,$23.2
ABS,2021-10-15 17:45:00,$27.4
ABS,2021-10-15 18:00:00,$29.0
ABS,2021-10-15 18:15:00,$27.6
ABS,2021-10-15 18:30:00,$18.0
ABS,2021-10-15 18:45:00,$32.4
ABS,2021-10-15 19:00:00,$17.6
ABS,2021-10-15 19:15:00,$23.0
PLA,2021-10-15 19:30:00,$11.8
PLA,2021-10-15 19:45:00,$16.8
PLA,2021-10-16 10:15:00,$8.2
PLA,2021-10-16 10:30:00,$14.4
PLA,2021-10-16 10:45:00,$13.4
ABS,2021-10-16 11:00:00,$21.8
PLA,2021-10-16 11:15:00,$12.2
PLA,2021-10-16 11:30:00,$15.0
ABS,2021-10-16 11:45:00,$26.6
PLA,2021-10-16 12:00:00,$14.8
ABS,2021-10-16 12:15:00,$23.6
ABS,2021-10-16 12:30:00,$18.0
ABS,2021-10-16 12:45:00,$26.4
ABS,2021-10-16 13:00:00,$18.6
ABS,2021-10-16 13:15:00,$19.2
ABS,2021-10-16 13:30:00,$22.4
ABS,2021-10-16 13:45:00,$19.8
PLA,2021-10-16 14:00:00,$6.6
ABS,2021-10-16 14:15:00,$28.6
PLA,2021-10-16 14:30:00,$14.2
PETG,2021-10-16 14:45:00,$17.0
ABS,2021-10-16 15:00:00,$17.4
PLA,2021-10-16 15:15:00,$14.4
PLA,2021-10-16 15:30:00,$16.2
ABS,2021-10-16 15:45:00,$19.8
ABS,2021-10-16 16:00:00,$26.2
ABS,2021-10-16 16:15:00,$33.2
ABS,2021-10-16 16:30:00,$25.8
ABS,2021-10-16 16:45:00,$32.2
PLA,2021-10-16 17:00:00,$16.4
PETG,2021-10-16 17:15:00,$17.0
ABS,2021-10-16 17:30:00,$22.4
ABS,2021-10-16 17:45:00,$20.6
ABS,2021-10-16 18:00:00,$27.0
ABS,2021-10-16 18:15:00,$31.8
ABS,2021-10-16 18:30:00,$21.0
ABS,2021-10-16 18:45:00,$30.4
PLA,2021-10-16 19:00:00,$12.4
PLA,2021-10-16 19:15:00,$9.6
PLA,2021-10-16 19:30:00,$15.8
PLA,2021-10-16 19:45:00,$5.4
PLA,2021-10-17 09:45:00,$0.8
PLA,2021-10-17 10:00:00,$9.0
PLA,2021-10-17 10:15:00,$8.6
ABS,2021-10-17 10:30:00,$20.2
ABS,2021-10-17 10:45:00,$21.2
ABS,2021-10-17 11:00:00,$18.6
PLA,2021-10-17 11:15:00,$15.4
ABS,2021-10-17 11:30:00,$17.8
ABS,2021-10-17 11:45:00,$23.6
ABS,2021-10-17 12:00:00,$23.2
PLA,2021-10-17 12:15:00,$13.6
ABS,2021-10-17 12:30:00,$21.2
ABS,2021-10-17 12:45:00,$19.6
PLA,2021-10-17 13:00:00,$9.6
PLA,2021-10-17 13:15:00,$14.0
ABS,2021-10-17 13:30:00,$18.8
ABS,2021-10-17 13:45:00,$19.8
ABS,2021-10-17 14:00:00,$18.2
ABS,2021-10-17 14:15:00,$20.8
ABS,2021-10-17 14:30:00,$27.0
PLA,2021-10-17 14:45:00,$16.0
ABS,2021-10-17 15:00:00,$19.4
ABS,2021-10-17 15:15:00,$19.0
PLA,2021-10-17 15:30:00,$11.8
ABS,2021-10-17 15:45:00,$22.0
ABS,2021-10-17 16:00:00,$35.0
ABS,2021-10-17 16:15:00,$22.2
ABS,2021-10-17 16:30:00,$28.8
ABS,2021-10-17 16:45:00,$26.2
ABS,2021-10-17 17:00:00,$34.2
ABS,2021-10-17 17:15:00,$39.2
ABS,2021-10-17 17:30:00,$40.0
ABS,2021-10-17 17:45:00,$38.2
ABS,2021-10-17 18:00:00,$20.8
ABS,2021-10-17 18:15:00,$18.6
ABS,2021-10-17 18:30:00,$31.8
ABS,2021-10-17 18:45:00,$30.6
ABS,2021-10-17 19:00:00,$18.6
ABS,2021-10-17 19:15:00,$38.2
PLA,2021-10-17 19:30:00,$7.2
PLA,2021-10-17 19:45:00,$2.8
ABS,2021-10-18 10:00:00,$20.8
ABS,2021-10-18 10:15:00,$21.8
ABS,2021-10-18 10:30:00,$33.6
PETG,2021-10-18 10:45:00,$17.0
ABS,2021-10-18 11:00:00,$21.8
ABS,2021-10-18 11:15:00,$26.6
ABS,2021-10-18 11:30:00,$30.2
ABS,2021-10-18 11:45:00,$29.4
ABS,2021-10-18 12:00:00,$25.8
ABS,2021-10-18 12:15:00,$42.4
ABS,2021-10-18 12:30:00,$22.0
ABS,2021-10-18 12:45:00,$37.2
ABS,2021-10-18 13:00:00,$32.4
ABS,2021-10-18 13:15:00,$33.0
ABS,2021-10-18 13:30:00,$39.6
ABS,2021-10-18 13:45:00,$17.4
PLA,2021-10-18 14:00:00,$16.8
ABS,2021-10-18 14:15:00,$26.0
ABS,2021-10-18 14:30:00,$32.0
ABS,2021-10-18 14:45:00,$37.4
PLA,2021-10-18 15:00:00,$13.6
ABS,2021-10-18 15:15:00,$23.6
PLA,2021-10-18 15:30:00,$16.4
ABS,2021-10-18 15:45:00,$27.8
ABS,2021-10-18 16:00:00,$33.6
ABS,2021-10-18 16:15:00,$22.8
ABS,2021-10-18 16:30:00,$22.2
ABS,2021-10-18 16:45:00,$23.8
ABS,2021-10-18 17:00:00,$21.2
PLA,2021-10-18 17:15:00,$12.6
ABS,2021-10-18 17:30:00,$25.0
ABS,2021-10-18 17:45:00,$18.4
ABS,2021-10-18 18:00:00,$20.6
ABS,2021-10-18 18:15:00,$23.0
ABS,2021-10-18 18:30:00,$25.6
ABS,2021-10-18 18:45:00,$30.6
ABS,2021-10-18 19:00:00,$31.8
ABS,2021-10-18 19:15:00,$25.6
PLA,2021-10-18 19:30:00,$1.6
PLA,2021-10-20 09:45:00,$4.0
PLA,2021-10-20 10:00:00,$16.0
PLA,2021-10-20 10:15:00,$15.8
PLA,2021-10-20 10:30:00,$12.6
PLA,2021-10-20 10:45:00,$16.6
ABS,2021-10-20 11:00:00,$18.4
ABS,2021-10-20 11:15:00,$21.2
ABS,2021-10-20 11:30:00,$18.8
ABS,2021-10-20 11:45:00,$20.0
ABS,2021-10-20 12:00:00,$26.4
PLA,2021-10-20 12:15:00,$15.6
ABS,2021-10-20 12:30:00,$32.6
ABS,2021-10-20 12:45:00,$28.6
ABS,2021-10-20 13:00:00,$22.4
ABS,2021-10-20 13:15:00,$17.4
ABS,2021-10-20 13:30:00,$28.8
ABS,2021-10-20 13:45:00,$22.0
ABS,2021-10-20 14:00:00,$18.0
ABS,2021-10-20 14:15:00,$20.8
ABS,2021-10-20 14:30:00,$31.8
ABS,2021-10-20 14:45:00,$20.8
ABS,2021-10-20 15:00:00,$20.4
ABS,2021-10-20 15:15:00,$25.2
PLA,2021-10-20 15:30:00,$16.6
ABS,2021-10-20 15:45:00,$31.4
ABS,2021-10-20 16:00:00,$19.6
ABS,2021-10-20 16:15:00,$34.4
ABS,2021-10-20 16:30:00,$25.2
ABS,2021-10-20 16:45:00,$24.2
ABS,2021-10-20 17:00:00,$27.2
ABS,2021-10-20 17:15:00,$28.6
ABS,2021-10-20 17:30:00,$34.6
ABS,2021-10-20 17:45:00,$30.6
ABS,2021-10-20 18:00:00,$19.4
ABS,2021-10-20 18:15:00,$25.0
ABS,2021-10-20 18:30:00,$22.2
PLA,2021-10-20 18:45:00,$16.4
ABS,2021-10-20 19:00:00,$27.4
ABS,2021-10-20 19:15:00,$30.2
PLA,2021-10-20 19:30:00,$16.6
PLA,2021-10-20 19:45:00,$4.6
PLA,2021-10-27 09:30:00,$1.2
ABS,2021-10-27 09:45:00,$25.2
PLA,2021-10-27 10:00:00,$16.2
ABS,2021-10-27 10:15:00,$29.8
ABS,2021-10-27 10:30:00,$23.8
ABS,2021-10-27 10:45:00,$25.4
ABS,2021-10-27 11:00:00,$19.6
PLA,2021-10-27 11:15:00,$15.2
ABS,2021-10-27 11:30:00,$28.6
ABS,2021-10-27 11:45:00,$19.6
PLA,2021-10-27 12:00:00,$12.0
ABS,2021-10-27 12:15:00,$21.2
ABS,2021-10-27 12:30:00,$30.4
PLA,2021-10-27 12:45:00,$15.8
PLA,2021-10-27 13:00:00,$12.2
ABS,2021-10-27 13:15:00,$18.6
ABS,2021-10-27 13:30:00,$28.4
ABS,2021-10-27 13:45:00,$19.4
ABS,2021-10-27 14:00:00,$37.8
ABS,2021-10-27 14:15:00,$19.8
ABS,2021-10-27 14:30:00,$24.4
ABS,2021-10-27 14:45:00,$25.0
ABS,2021-10-27 15:00:00,$22.0
ABS,2021-10-27 15:15:00,$30.6
ABS,2021-10-27 15:30:00,$17.2
ABS,2021-10-27 15:45:00,$22.6
PLA,2021-10-27 16:00:00,$12.6
ABS,2021-10-27 16:15:00,$23.8
ABS,2021-10-27 16:30:00,$24.2
ABS,2021-10-27 16:45:00,$18.2
ABS,2021-10-27 17:00:00,$18.8
PLA,2021-10-27 17:15:00,$13.6
ABS,2021-10-27 17:30:00,$21.6
ABS,2021-10-27 17:45:00,$21.6
ABS,2021-10-27 18:00:00,$28.0
ABS,2021-10-27 18:15:00,$31.8
PLA,2021-10-27 18:30:00,$13.0
ABS,2021-10-27 18:45:00,$21.4
PLA,2021-10-27 19:00:00,$9.8
PLA,2021-10-27 19:15:00,$12.8
PLA,2021-10-27 19:30:00,$15.0
PLA,2021-10-28 09:45:00,$9.8
PLA,2021-10-28 10:00:00,$16.4
PLA,2021-10-28 10:15:00,$11.2
PETG,2021-10-28 10:30:00,$17.0
ABS,2021-10-28 10:45:00,$22.4
ABS,2021-10-28 11:00:00,$21.8
ABS,2021-10-28 11:15:00,$20.2
PLA,2021-10-28 11:30:00,$10.6
PLA,2021-10-28 11:45:00,$11.8
PLA,2021-10-28 12:00:00,$15.2
PLA,2021-10-28 12:15:00,$13.2
ABS,2021-10-28 12:30:00,$21.8
ABS,2021-10-28 12:45:00,$24.0
ABS,2021-10-28 13:00:00,$19.6
PLA,2021-10-28 13:15:00,$15.2
ABS,2021-10-28 13:30:00,$22.0
ABS,2021-10-28 13:45:00,$26.0
PETG,2021-10-28 14:00:00,$17.0
ABS,2021-10-28 14:15:00,$21.2
PLA,2021-10-28 14:30:00,$16.4
ABS,2021-10-28 14:45:00,$21.8
PLA,2021-10-28 15:00:00,$11.8
ABS,2021-10-28 15:15:00,$28.4
ABS,2021-10-28 15:30:00,$21.4
ABS,2021-10-28 15:45:00,$26.2
PLA,2021-10-28 16:00:00,$15.4
ABS,2021-10-28 16:15:00,$27.0
ABS,2021-10-28 16:30:00,$33.8
ABS,2021-10-28 16:45:00,$25.2
PLA,2021-10-28 17:00:00,$13.2
ABS,2021-10-28 17:15:00,$21.8
ABS,2021-10-28 17:30:00,$22.8
ABS,2021-10-28 17:45:00,$26.2
ABS,2021-10-28 18:00:00,$24.4
ABS,2021-10-28 18:15:00,$22.6
ABS,2021-10-28 18:30:00,$22.2
ABS,2021-10-28 18:45:00,$26.0
ABS,2021-10-28 19:00:00,$22.2
ABS,2021-10-28 19:15:00,$24.0
PLA,2021-10-28 19:30:00,$4.8
PLA,2021-10-29 09:45:00,$12.2
PLA,2021-10-29 10:00:00,$9.0
ABS,2021-10-29 10:15:00,$29.0
ABS,2021-10-29 10:30:00,$24.0
PLA,2021-10-29 10:45:00,$15.2
PLA,2021-10-29 11:00:00,$9.8
ABS,2021-10-29 11:15:00,$21.4
PLA,2021-10-29 11:30:00,$15.2
ABS,2021-10-29 11:45:00,$24.0
ABS,2021-10-29 12:00:00,$22.0
ABS,2021-10-29 12:15:00,$19.2
ABS,2021-10-29 12:30:00,$19.4
ABS,2021-10-29 12:45:00,$31.2
ABS,2021-10-29 13:00:00,$20.8
ABS,2021-10-29 13:15:00,$30.2
ABS,2021-10-29 13:30:00,$19.6
ABS,2021-10-29 13:45:00,$20.2
PLA,2021-10-29 14:00:00,$12.0
ABS,2021-10-29 14:15:00,$22.0
PLA,2021-10-29 14:30:00,$14.8
ABS,2021-10-29 14:45:00,$28.6
ABS,2021-10-29 15:00:00,$27.4
PLA,2021-10-29 15:15:00,$14.4
PLA,2021-10-29 15:30:00,$16.0
ABS,2021-10-29 15:45:00,$20.0
ABS,2021-10-29 16:00:00,$29.4
ABS,2021-10-29 16:15:00,$25.0
ABS,2021-10-29 16:30:00,$32.0
ABS,2021-10-29 16:45:00,$28.6
ABS,2021-10-29 17:00:00,$18.8
ABS,2021-10-29 17:15:00,$34.8
ABS,2021-10-29 17:30:00,$35.2
ABS,2021-10-29 17:45:00,$25.8
ABS,2021-10-29 18:00:00,$24.4
ABS,2021-10-29 18:15:00,$22.4
ABS,2021-10-29 18:30:00,$27.0
ABS,2021-10-29 18:45:00,$39.2
ABS,2021-10-29 19:00:00,$18.8
ABS,2021-10-29 19:15:00,$26.2
PLA,2021-10-29 19:30:00,$11.4
PLA,2021-10-29 19:45:00,$3.4
PLA,2021-10-30 09:45:00,$10.2
PLA,2021-10-30 10:00:00,$14.4
ABS,2021-10-30 10:15:00,$17.6
ABS,2021-10-30 10:30:00,$25.0
PLA,2021-10-30 10:45:00,$15.0
ABS,2021-10-30 11:00:00,$20.8
ABS,2021-10-30 11:15:00,$34.4
ABS,2021-10-30 11:30:00,$25.4
ABS,2021-10-30 11:45:00,$30.2
ABS,2021-10-30 12:00:00,$24.8
ABS,2021-10-30 12:15:00,$25.8
ABS,2021-10-30 12:30:00,$19.0
ABS,2021-10-30 12:45:00,$29.8
ABS,2021-10-30 13:00:00,$26.2
ABS,2021-10-30 13:15:00,$31.2
ABS,2021-10-30 13:30:00,$21.2
ABS,2021-10-30 13:45:00,$24.2
PLA,2021-10-30 14:00:00,$15.8
ABS,2021-10-30 14:15:00,$24.2
ABS,2021-10-30 14:30:00,$36.2
ABS,2021-10-30 14:45:00,$22.0
ABS,2021-10-30 15:00:00,$20.6
ABS,2021-10-30 15:15:00,$28.0
ABS,2021-10-30 15:30:00,$19.8
ABS,2021-10-30 15:45:00,$23.6
ABS,2021-10-30 16:00:00,$23.6
ABS,2021-10-30 16:15:00,$28.8
ABS,2021-10-30 16:30:00,$29.6
ABS,2021-10-30 16:45:00,$35.8
ABS,2021-10-30 17:00:00,$27.0
ABS,2021-10-30 17:15:00,$33.6
ABS,2021-10-30 17:30:00,$28.0
ABS,2021-10-30 17:45:00,$29.4
ABS,2021-10-30 18:00:00,$21.6
ABS,2021-10-30 18:15:00,$26.8
ABS,2021-10-30 18:30:00,$39.2
ABS,2021-10-30 18:45:00,$26.2
ABS,2021-10-30 19:00:00,$27.4
ABS,2021-10-30 19:15:00,$22.2
ABS,2021-10-30 19:30:00,$24.4
PLA,2021-10-30 19:45:00,$5.6
PLA,2021-10-31 10:00:00,$2.0
ABS,2021-10-31 10:15:00,$24.4
ABS,2021-10-31 10:30:00,$24.6
ABS,2021-10-31 10:45:00,$19.6
ABS,2021-10-31 11:00:00,$25.4
ABS,2021-10-31 11:15:00,$24.6
ABS,2021-10-31 11:30:00,$26.0
ABS,2021-10-31 11:45:00,$34.4
ABS,2021-10-31 12:00:00,$41.2
ABS,2021-10-31 12:15:00,$34.6
ABS,2021-10-31 12:30:00,$31.4
ABS,2021-10-31 12:45:00,$25.8
ABS,2021-10-31 13:00:00,$30.8
ABS,2021-10-31 13:15:00,$21.6
ABS,2021-10-31 13:30:00,$24.6
ABS,2021-10-31 13:45:00,$35.2
ABS,2021-10-31 14:00:00,$23.2
ABS,2021-10-31 14:15:00,$23.4
ABS,2021-10-31 14:30:00,$28.4
ABS,2021-10-31 14:45:00,$23.6
ABS,2021-10-31 15:00:00,$24.0
ABS,2021-10-31 15:15:00,$43.2
ABS,2021-10-31 15:30:00,$35.0
ABS,2021-10-31 15:45:00,$31.4
ABS,2021-10-31 16:00:00,$32.8
ABS,2021-10-31 16:15:00,$32.4
ABS,2021-10-31 16:30:00,$31.2
ABS,2021-10-31 16:45:00,$36.4
ABS,2021-10-31 17:00:00,$34.2
ABS,2021-10-31 17:15:00,$37.6
ABS,2021-10-31 17:30:00,$36.2
ABS,2021-10-31 17:45:00,$32.8
ABS,2021-10-31 18:00:00,$38.4
ABS,2021-10-31 18:15:00,$33.6
ABS,2021-10-31 18:30:00,$38.4
ABS,2021-10-31 18:45:00,$19.6
ABS,2021-10-31 19:00:00,$39.0
ABS,2021-10-31 19:15:00,$18.6
ABS,2021-10-31 19:30:00,$25.4
PLA,2021-11-01 10:00:00,$14.8
PLA,2021-11-01 10:15:00,$13.8
ABS,2021-11-01 10:30:00,$25.4
ABS,2021-11-01 10:45:00,$25.0
ABS,2021-11-01 11:00:00,$26.8
ABS,2021-11-01 11:15:00,$42.6
ABS,2021-11-01 11:30:00,$39.0
ABS,2021-11-01 11:45:00,$32.8
ABS,2021-11-01 12:00:00,$37.0
ABS,2021-11-01 12:15:00,$38.4
ABS,2021-11-01 12:30:00,$39.4
ABS,2021-11-01 12:45:00,$38.6
ABS,2021-11-01 13:00:00,$27.8
ABS,2021-11-01 13:15:00,$36.6
ABS,2021-11-01 13:30:00,$39.8
ABS,2021-11-01 13:45:00,$38.8
ABS,2021-11-01 14:00:00,$38.2
ABS,2021-11-01 14:15:00,$26.0
ABS,2021-11-01 14:30:00,$34.6
ABS,2021-11-01 14:45:00,$22.4
ABS,2021-11-01 15:00:00,$40.6
ABS,2021-11-01 15:15:00,$23.4
ABS,2021-11-01 15:30:00,$39.2
ABS,2021-11-01 15:45:00,$44.0
ABS,2021-11-01 16:00:00,$35.2
ABS,2021-11-01 16:15:00,$37.2
ABS,2021-11-01 16:30:00,$42.4
ABS,2021-11-01 16:45:00,$19.4
ABS,2021-11-01 17:00:00,$27.0
ABS,2021-11-01 17:15:00,$40.6
ABS,2021-11-01 17:30:00,$31.2
ABS,2021-11-01 17:45:00,$35.8
ABS,2021-11-01 18:00:00,$44.0
ABS,2021-11-01 18:15:00,$27.8
ABS,2021-11-01 18:30:00,$29.0
ABS,2021-11-01 18:45:00,$36.8
ABS,2021-11-01 19:00:00,$18.4
ABS,2021-11-01 19:15:00,$22.6
PLA,2021-11-03 09:45:00,$13.8
ABS,2021-11-03 10:00:00,$19.2
ABS,2021-11-03 10:15:00,$28.8
PLA,2021-11-03 10:30:00,$8.0
ABS,2021-11-03 10:45:00,$18.6
ABS,2021-11-03 11:00:00,$26.6
ABS,2021-11-03 11:15:00,$26.8
ABS,2021-11-03 11:30:00,$25.4
ABS,2021-11-03 11:45:00,$22.0
ABS,2021-11-03 12:00:00,$20.0
PLA,2021-11-03 12:15:00,$12.0
ABS,2021-11-03 12:30:00,$27.2
ABS,2021-11-03 12:45:00,$26.2
ABS,2021-11-03 13:00:00,$35.0
ABS,2021-11-03 13:15:00,$19.6
ABS,2021-11-03 13:30:00,$18.6
ABS,2021-11-03 13:45:00,$33.8
PLA,2021-11-03 14:00:00,$15.4
PLA,2021-11-03 14:15:00,$8.2
PLA,2021-11-03 14:30:00,$13.2
ABS,2021-11-03 14:45:00,$19.6
PLA,2021-11-03 15:00:00,$11.2
PLA,2021-11-03 15:15:00,$15.2
ABS,2021-11-03 15:30:00,$22.8
ABS,2021-11-03 15:45:00,$18.6
PLA,2021-11-03 16:00:00,$12.8
ABS,2021-11-03 16:15:00,$30.4
ABS,2021-11-03 16:30:00,$25.2
ABS,2021-11-03 16:45:00,$24.8
PETG,2021-11-03 17:00:00,$17.0
PLA,2021-11-03 17:15:00,$14.0
ABS,2021-11-03 17:30:00,$35.2
ABS,2021-11-03 17:45:00,$34.0
ABS,2021-11-03 18:00:00,$24.0
PLA,2021-11-03 18:15:00,$14.2
ABS,2021-11-03 18:30:00,$26.6
ABS,2021-11-03 18:45:00,$18.4
PLA,2021-11-03 19:00:00,$16.6
ABS,2021-11-03 19:15:00,$19.4
PLA,2021-11-03 19:30:00,$3.8
PLA,2021-11-03 19:45:00,$3.6
PLA,2021-11-04 09:45:00,$11.6
ABS,2021-11-04 10:00:00,$20.0
ABS,2021-11-04 10:15:00,$18.0
PLA,2021-11-04 10:30:00,$6.6
PLA,2021-11-04 10:45:00,$11.0
ABS,2021-11-04 11:00:00,$18.4
ABS,2021-11-04 11:15:00,$23.8
ABS,2021-11-04 11:30:00,$19.0
ABS,2021-11-04 11:45:00,$20.4
PLA,2021-11-04 12:00:00,$16.8
PLA,2021-11-04 12:15:00,$16.0
ABS,2021-11-04 12:30:00,$25.6
ABS,2021-11-04 12:45:00,$23.4
ABS,2021-11-04 13:00:00,$19.6
ABS,2021-11-04 13:15:00,$21.6
PLA,2021-11-04 13:30:00,$13.6
ABS,2021-11-04 13:45:00,$20.8
ABS,2021-11-04 14:00:00,$24.0
PLA,2021-11-04 14:15:00,$15.6
ABS,2021-11-04 14:30:00,$19.8
ABS,2021-11-04 14:45:00,$20.2
ABS,2021-11-04 15:00:00,$17.6
ABS,2021-11-04 15:15:00,$28.2
ABS,2021-11-04 15:30:00,$20.2
ABS,2021-11-04 15:45:00,$22.6
ABS,2021-11-04 16:00:00,$23.6
PETG,2021-11-04 16:15:00,$17.0
ABS,2021-11-04 16:30:00,$27.0
ABS,2021-11-04 16:45:00,$29.8
ABS,2021-11-04 17:00:00,$17.2
ABS,2021-11-04 17:15:00,$26.6
ABS,2021-11-04 17:30:00,$25.0
PLA,2021-11-04 17:45:00,$13.0
ABS,2021-11-04 18:00:00,$30.2
ABS,2021-11-04 18:15:00,$25.4
ABS,2021-11-04 18:30:00,$28.4
ABS,2021-11-04 18:45:00,$21.6
PLA,2021-11-05 09:30:00,$3.0
PLA,2021-11-05 09:45:00,$11.4
PLA,2021-11-05 10:00:00,$9.8
ABS,2021-11-05 10:15:00,$21.8
PLA,2021-11-05 10:30:00,$15.8
ABS,2021-11-05 10:45:00,$19.6
ABS,2021-11-05 11:00:00,$18.4
PLA,2021-11-05 11:15:00,$13.8
PETG,2021-11-05 11:30:00,$17.0
ABS,2021-11-05 11:45:00,$19.0
ABS,2021-11-05 12:00:00,$27.2
ABS,2021-11-05 12:15:00,$17.8
ABS,2021-11-05 12:30:00,$32.0
ABS,2021-11-05 12:45:00,$22.0
ABS,2021-11-05 13:00:00,$28.2
PLA,2021-11-05 13:15:00,$16.0
PLA,2021-11-05 13:30:00,$15.0
ABS,2021-11-05 13:45:00,$20.4
ABS,2021-11-05 14:00:00,$27.8
ABS,2021-11-05 14:15:00,$21.6
ABS,2021-11-05 14:30:00,$21.8
PLA,2021-11-05 14:45:00,$12.4
ABS,2021-11-05 15:00:00,$25.0
ABS,2021-11-05 15:15:00,$20.6
ABS,2021-11-05 15:30:00,$25.6
ABS,2021-11-05 15:45:00,$31.8
ABS,2021-11-05 16:00:00,$22.4
ABS,2021-11-05 16:15:00,$27.4
ABS,2021-11-05 16:30:00,$18.6
ABS,2021-11-05 16:45:00,$22.4
ABS,2021-11-05 17:00:00,$27.0
ABS,2021-11-05 17:15:00,$35.6
ABS,2021-11-05 17:30:00,$27.4
ABS,2021-11-05 17:45:00,$31.8
ABS,2021-11-05 18:00:00,$20.4
ABS,2021-11-05 18:15:00,$20.6
PLA,2021-11-05 18:30:00,$15.0
ABS,2021-11-05 18:45:00,$17.2
ABS,2021-11-05 19:00:00,$19.8
PLA,2021-11-05 19:15:00,$4.0
PLA,2021-11-06 09:30:00,$1.6
PLA,2021-11-06 09:45:00,$9.6
PLA,2021-11-06 10:00:00,$14.2
ABS,2021-11-06 10:15:00,$19.2
PLA,2021-11-06 10:30:00,$8.0
PLA,2021-11-06 10:45:00,$15.2
PLA,2021-11-06 11:00:00,$12.2
ABS,2021-11-06 11:15:00,$18.8
ABS,2021-11-06 11:30:00,$34.8
PETG,2021-11-06 11:45:00,$17.0
PLA,2021-11-06 12:00:00,$15.6
PLA,2021-11-06 12:15:00,$14.8
PLA,2021-11-06 12:30:00,$16.6
PLA,2021-11-06 12:45:00,$16.0
ABS,2021-11-06 13:00:00,$27.8
ABS,2021-11-06 13:15:00,$28.8
ABS,2021-11-06 13:30:00,$23.8
PLA,2021-11-06 13:45:00,$11.0
ABS,2021-11-06 14:00:00,$31.0
ABS,2021-11-06 14:15:00,$20.8
ABS,2021-11-06 14:30:00,$22.6
ABS,2021-11-06 14:45:00,$19.6
ABS,2021-11-06 15:00:00,$26.6
PLA,2021-11-06 15:15:00,$9.8
ABS,2021-11-06 15:30:00,$27.0
ABS,2021-11-06 15:45:00,$17.8
PLA,2021-11-06 16:00:00,$16.6
ABS,2021-11-06 16:15:00,$18.8
